transaction_date,quantity_sold,cost_of_goods,transaction_count,year,month,week,day_of_week,day_of_year,is_weekend,days_since_start,qty_ma7,qty_ma14,qty_ma30,cog_ma7,cog_ma14
2024-01-03 01:53:00,1,516.66,1,2024,1,1,2,3,0,2,1.8571428571428572,2.5,2.3666666666666667,1498.811428571429,2191.9264285714285
2024-01-03 02:24:00,4,6095.84,1,2024,1,1,2,3,0,2,2.2857142857142856,2.5714285714285716,2.3666666666666667,2207.178571428572,2214.8478571428573
2024-01-03 04:33:00,4,5664.4,1,2024,1,1,2,3,0,2,2.2857142857142856,2.5,2.3666666666666667,2920.0985714285716,2456.73
2024-01-03 04:48:00,3,3747.39,1,2024,1,1,2,3,0,2,2.142857142857143,2.4285714285714284,2.433333333333333,2665.4285714285716,2670.780714285714
2024-01-03 08:38:00,5,9973.45,1,2024,1,1,2,3,0,2,2.7142857142857144,2.5714285714285716,2.566666666666667,3892.8242857142864,3313.595714285714
2024-01-03 09:16:00,3,5775.72,1,2024,1,1,2,3,0,2,3.0,2.7142857142857144,2.533333333333333,4688.43,3614.207142857143
2024-01-03 10:16:00,4,3947.88,1,2024,1,1,2,3,0,2,3.4285714285714284,2.7142857142857144,2.6333333333333333,5103.048571428572,3492.0899999999997
2024-01-03 11:14:00,1,1960.09,1,2024,1,1,2,3,0,2,3.4285714285714284,2.642857142857143,2.566666666666667,5309.252857142857,3404.0321428571433
2024-01-03 11:31:00,3,628.5,1,2024,1,1,2,3,0,2,3.2857142857142856,2.7857142857142856,2.5,4528.204285714286,3367.691428571429
2024-01-03 12:22:00,1,152.47,1,2024,1,1,2,3,0,2,2.857142857142857,2.5714285714285716,2.466666666666667,3740.7857142857147,3330.442142857143
2024-01-03 12:29:00,2,3679.1,1,2024,1,1,2,3,0,2,2.7142857142857144,2.4285714285714284,2.466666666666667,3731.03,3198.2292857142857
2024-01-03 13:16:00,4,878.72,1,2024,1,1,2,3,0,2,2.5714285714285716,2.642857142857143,2.566666666666667,2431.7828571428577,3162.3035714285716
2024-01-03 15:00:00,5,2651.75,1,2024,1,1,2,3,0,2,2.857142857142857,2.9285714285714284,2.7,1985.501428571429,3336.9657142857145
2024-01-03 15:38:00,2,616.8,1,2024,1,1,2,3,0,2,2.5714285714285716,3.0,2.7,1509.6328571428573,3306.340714285714
2024-01-03 17:03:00,5,6010.75,1,2024,1,1,2,3,0,2,3.142857142857143,3.2857142857142856,2.8,2088.298571428572,3698.7757142857145
2024-01-03 17:27:00,2,1418.78,1,2024,1,1,2,3,0,2,3.0,3.142857142857143,2.8,2201.1957142857145,3364.7000000000003
2024-01-03 21:45:00,5,2937.05,1,2024,1,1,2,3,0,2,3.5714285714285716,3.2142857142857144,2.933333333333333,2598.9928571428577,3169.8892857142855
2024-01-03 23:08:00,3,4941.87,1,2024,1,1,2,3,0,2,3.7142857142857144,3.2142857142857144,2.933333333333333,2779.3885714285716,3255.2092857142857
2024-01-04 01:38:00,1,739.5,1,2024,1,1,3,4,0,3,3.2857142857142856,2.9285714285714284,2.8,2759.5,2595.6414285714286
2024-01-04 05:12:00,5,3408.25,1,2024,1,1,3,4,0,3,3.2857142857142856,3.0714285714285716,2.8333333333333335,2867.5714285714284,2426.5364285714286
2024-01-04 05:28:00,2,2654.16,1,2024,1,1,3,4,0,3,3.2857142857142856,2.9285714285714284,2.8,3158.6228571428574,2334.127857142857
2024-01-04 06:13:00,4,4691.84,1,2024,1,1,3,4,0,3,3.142857142857143,3.142857142857143,2.9,2970.207142857143,2529.252857142857
2024-01-04 06:39:00,3,5152.9800000000005,1,2024,1,1,3,4,0,3,3.2857142857142856,3.142857142857143,2.8666666666666667,3503.664285714286,2852.4300000000003
2024-01-04 08:08:00,3,2128.05,1,2024,1,1,3,4,0,3,3.0,3.2857142857142856,2.9,3388.092857142857,2993.542857142857
2024-01-04 08:57:00,3,1474.1999999999998,1,2024,1,1,3,4,0,3,3.0,3.357142857142857,2.966666666666667,2892.711428571429,2836.0499999999997
2024-01-04 09:16:00,2,2255.48,1,2024,1,1,3,4,0,3,3.142857142857143,3.2142857142857144,2.9,3109.28,2934.39
2024-01-04 10:51:00,1,1190.83,1,2024,1,1,3,4,0,3,2.5714285714285716,2.9285714285714284,2.8,2792.5057142857145,2830.0385714285717
2024-01-04 11:09:00,5,3996.4,1,2024,1,1,3,4,0,3,3.0,3.142857142857143,2.933333333333333,2984.254285714286,3071.438571428572
2024-01-04 12:35:00,4,959.32,1,2024,1,1,3,4,0,3,3.0,3.0714285714285716,3.033333333333333,2451.037142857143,2710.622142857143
2024-01-04 12:40:00,2,3031.28,1,2024,1,1,3,4,0,3,2.857142857142857,3.0714285714285716,3.066666666666667,2147.937142857143,2825.800714285714
2024-01-04 17:01:00,5,4094.55,1,2024,1,1,3,4,0,3,3.142857142857143,3.0714285714285716,3.2,2428.865714285715,2908.479285714286
2024-01-04 18:49:00,4,869.2,1,2024,1,1,3,4,0,3,3.2857142857142856,3.142857142857143,3.2,2342.437142857143,2617.574285714286
2024-01-04 20:36:00,2,576.18,1,2024,1,1,3,4,0,3,3.2857142857142856,3.2142857142857144,3.1333333333333333,2102.537142857143,2605.9085714285716
2024-01-04 21:58:00,3,5466.81,1,2024,1,1,3,4,0,3,3.5714285714285716,3.0714285714285716,3.1333333333333333,2713.3914285714295,2752.9485714285715
2024-01-04 22:01:00,3,295.56,1,2024,1,1,3,4,0,3,3.2857142857142856,3.142857142857143,3.066666666666667,2184.7000000000003,2584.4771428571435
2024-01-04 22:04:00,5,9666.65,1,2024,1,1,3,4,0,3,3.4285714285714284,3.2142857142857144,3.1333333333333333,3428.604285714286,2939.820714285714
2024-01-04 22:33:00,5,1034.9,1,2024,1,1,3,4,0,3,3.857142857142857,3.357142857142857,3.1666666666666665,3143.4071428571433,2645.6721428571427
2024-01-04 23:55:00,5,7651.4,1,2024,1,1,3,4,0,3,3.857142857142857,3.5,3.3,3651.528571428572,3040.197142857143
2024-01-05 01:49:00,3,3358.74,1,2024,1,1,4,5,0,4,3.7142857142857144,3.5,3.3,4007.1771428571433,3174.8071428571425
2024-01-05 03:14:00,3,5066.25,1,2024,1,1,4,5,0,4,3.857142857142857,3.5714285714285716,3.3666666666666667,4648.615714285715,3375.5764285714286
2024-01-05 04:13:00,5,2345.9,1,2024,1,1,4,5,0,4,4.142857142857143,3.857142857142857,3.466666666666667,4202.771428571429,3458.0814285714287
2024-01-05 06:30:00,1,1821.98,1,2024,1,1,4,5,0,4,3.857142857142857,3.5714285714285716,3.3666666666666667,4420.831428571429,3302.765714285714
2024-01-05 07:48:00,4,1565.96,1,2024,1,1,4,5,0,4,3.7142857142857144,3.5714285714285716,3.3333333333333335,3263.59,3346.097142857143
2024-01-05 10:44:00,5,5994.25,1,2024,1,1,4,5,0,4,3.7142857142857144,3.7857142857142856,3.433333333333333,3972.0685714285714,3557.737857142857
2024-01-05 10:52:00,3,4610.97,1,2024,1,1,4,5,0,4,3.4285714285714284,3.642857142857143,3.3666666666666667,3537.721428571429,3594.6249999999995
2024-01-05 11:41:00,4,4669.68,1,2024,1,1,4,5,0,4,3.5714285714285716,3.642857142857143,3.433333333333333,3724.998571428572,3866.087857142857
2024-01-05 12:01:00,1,145.2,1,2024,1,1,4,5,0,4,3.2857142857142856,3.5714285714285716,3.3,3021.9914285714294,3835.3035714285716
2024-01-05 12:09:00,3,1130.85,1,2024,1,1,4,5,0,4,3.0,3.5714285714285716,3.3,2848.412857142858,3525.592142857143
2024-01-05 13:34:00,5,6576.05,1,2024,1,1,4,5,0,4,3.5714285714285716,3.7142857142857144,3.433333333333333,3527.565714285715,3974.1985714285715
2024-01-05 14:15:00,1,473.29,1,2024,1,1,4,5,0,4,3.142857142857143,3.4285714285714284,3.3,3371.4700000000003,3317.53
2024-01-05 14:33:00,5,4129.2,1,2024,1,1,4,5,0,4,3.142857142857143,3.4285714285714284,3.4,3105.034285714286,3538.5514285714285
2024-01-05 15:31:00,4,3825.84,1,2024,1,1,4,5,0,4,3.2857142857142856,3.357142857142857,3.4,2992.872857142858,3265.2971428571427
2024-01-05 17:37:00,3,4804.17,1,2024,1,1,4,5,0,4,3.142857142857143,3.357142857142857,3.4,3012.0857142857144,3368.542142857143
2024-01-05 18:03:00,2,1406.72,1,2024,1,1,4,5,0,4,3.2857142857142856,3.2857142857142856,3.3666666666666667,3192.3028571428576,3107.1471428571426
2024-01-05 18:31:00,3,1590.78,1,2024,1,1,4,5,0,4,3.2857142857142856,3.142857142857143,3.3666666666666667,3258.007142857143,3053.21
2024-01-05 22:08:00,2,2213.8,1,2024,1,1,4,5,0,4,2.857142857142857,3.2142857142857144,3.3666666666666667,2634.8285714285716,3081.197142857143
2024-01-05 22:33:00,4,1129.96,1,2024,1,1,4,5,0,4,3.2857142857142856,3.2142857142857144,3.466666666666667,2728.6385714285716,3050.054285714286
2024-01-05 23:00:00,3,5714.97,1,2024,1,1,4,5,0,4,3.0,3.0714285714285716,3.4,2955.1771428571437,3030.105714285714
2024-01-05 23:39:00,2,3555.66,1,2024,1,1,4,5,0,4,2.7142857142857144,3.0,3.3333333333333335,2916.580000000001,2954.726428571429
2024-01-06 00:01:00,1,305.06,1,2024,1,1,5,6,1,4,2.4285714285714284,2.7857142857142856,3.3,2273.85,2642.967857142857
2024-01-06 00:42:00,5,5308.6,1,2024,1,1,5,6,1,5,2.857142857142857,3.0714285714285716,3.3,2831.261428571429,3011.782142857143
2024-01-06 04:38:00,2,1782.52,1,2024,1,1,5,6,1,5,2.7142857142857144,3.0,3.2333333333333334,2858.6528571428576,3058.3300000000004
2024-01-06 04:49:00,2,2173.79,2,2024,1,1,5,6,1,5,2.7142857142857144,2.7857142857142856,3.2333333333333334,2852.9371428571435,2743.882857142857
2024-01-06 06:28:00,1,713.51,1,2024,1,1,5,6,1,5,2.2857142857142856,2.7857142857142856,3.1666666666666665,2793.444285714286,2761.0414285714282
2024-01-06 06:54:00,3,5339.97,1,2024,1,1,5,6,1,5,2.2857142857142856,2.642857142857143,3.1666666666666665,2739.8728571428574,2847.525
2024-01-06 07:37:00,4,2043.93,2,2024,1,1,5,6,1,5,2.5714285714285716,2.642857142857143,3.1333333333333333,2523.9114285714286,2720.2457142857143
2024-01-06 08:15:00,5,9712.3,1,2024,1,1,5,6,1,5,3.142857142857143,2.7857142857142856,3.1333333333333333,3867.8028571428576,3070.8264285714286
2024-01-06 12:04:00,4,391.68,1,2024,1,1,5,6,1,5,3.0,2.9285714285714284,3.1,3165.3857142857146,2998.323571428572
2024-01-06 12:24:00,1,1234.31,1,2024,1,1,5,6,1,5,2.857142857142857,2.7857142857142856,3.033333333333333,3087.07,2972.8614285714284
2024-01-06 13:40:00,5,9982.6,1,2024,1,1,5,6,1,5,3.2857142857142856,3.0,3.1,4202.614285714286,3527.7757142857145
2024-01-06 14:18:00,1,1621.94,1,2024,1,1,5,6,1,5,3.2857142857142856,2.7857142857142856,2.966666666666667,4332.39,3562.917142857143
2024-01-06 15:27:00,2,2627.6,1,2024,1,1,5,6,1,5,3.142857142857143,2.7142857142857144,3.0,3944.9085714285716,3342.3907142857142
2024-01-06 16:07:00,2,1058.06,1,2024,1,1,5,6,1,5,2.857142857142857,2.7142857142857144,2.933333333333333,3804.07,3163.990714285714
2024-01-06 20:03:00,4,2092.36,1,2024,1,1,5,6,1,5,2.7142857142857144,2.9285714285714284,2.9,2715.507142857143,3291.6549999999997
2024-01-06 20:08:00,5,3406.35,1,2024,1,1,5,6,1,5,2.857142857142857,2.9285714285714284,2.966666666666667,3146.174285714286,3155.78
2024-01-06 20:34:00,1,1721.68,1,2024,1,1,5,6,1,5,2.857142857142857,2.857142857142857,2.8666666666666667,3215.7985714285714,3151.434285714286
2024-01-06 20:59:00,2,3899.36,1,2024,1,1,5,6,1,5,2.4285714285714284,2.857142857142857,2.9,2346.764285714286,3274.6892857142852
2024-01-06 21:13:00,3,1253.34,1,2024,1,1,5,6,1,5,2.7142857142857144,3.0,2.9,2294.107142857143,3313.2485714285717
2024-01-06 23:09:00,2,2209.06,1,2024,1,1,5,6,1,5,2.7142857142857144,2.9285714285714284,2.8,2234.3157142857144,3089.6121428571428
2024-01-07 01:00:00,2,1989.18,1,2024,1,1,6,7,1,6,2.7142857142857144,2.7857142857142856,2.8333333333333335,2367.3328571428574,3085.7014285714286
2024-01-07 03:41:00,5,5375.75,1,2024,1,1,6,7,1,6,2.857142857142857,2.7857142857142856,2.8333333333333335,2836.3885714285716,2775.9478571428567
2024-01-07 08:10:00,3,4952.52,1,2024,1,1,6,7,1,6,2.5714285714285716,2.7142857142857144,2.8,3057.2700000000004,3101.722142857143
2024-01-07 10:34:00,5,7807.9,1,2024,1,1,6,7,1,6,3.142857142857143,3.0,2.8666666666666667,3926.73,3571.2642857142855
2024-01-07 11:50:00,5,2450.5,1,2024,1,1,6,7,1,6,3.5714285714285716,3.0,2.966666666666667,3719.75,3033.257142857143
2024-01-07 14:14:00,3,5209.62,1,2024,1,1,6,7,1,6,3.5714285714285716,3.142857142857143,2.966666666666667,4284.932857142858,3289.52
2024-01-07 15:31:00,4,4397.84,1,2024,1,1,6,7,1,6,3.857142857142857,3.2857142857142856,3.033333333333333,4597.615714285715,3415.9657142857145
2024-01-07 17:22:00,1,110.92,1,2024,1,1,6,7,1,6,3.7142857142857144,3.2142857142857144,2.933333333333333,4329.292857142857,3348.3128571428574
2024-01-07 19:18:00,1,1508.11,1,2024,1,1,6,7,1,6,3.142857142857143,3.0,2.8666666666666667,3776.7728571428574,3306.5807142857147
2024-01-07 20:05:00,1,1849.46,1,2024,1,1,6,7,1,6,2.857142857142857,2.7142857142857144,2.8333333333333335,3333.4785714285713,3195.3742857142856
2024-01-07 20:14:00,5,9381.95,1,2024,1,1,6,7,1,6,2.857142857142857,3.0,2.966666666666667,3558.342857142857,3742.536428571428
2024-01-08 03:03:00,1,952.05,1,2024,1,2,0,8,0,7,2.2857142857142856,2.9285714285714284,2.8333333333333335,3344.278571428572,3532.0142857142855
2024-01-08 05:09:00,5,716.9,1,2024,1,2,0,8,0,7,2.5714285714285716,3.0714285714285716,2.933333333333333,2702.461428571429,3493.697142857143
2024-01-08 06:33:00,5,7138.049999999999,1,2024,1,2,0,8,0,7,2.7142857142857144,3.2857142857142856,3.033333333333333,3093.9200000000005,3845.7678571428573
2024-01-08 09:08:00,5,4113.1,1,2024,1,2,0,8,0,7,3.2857142857142856,3.5,3.1666666666666665,3665.6600000000003,3997.476428571429
2024-01-08 11:41:00,4,2111.48,1,2024,1,2,0,8,0,7,3.7142857142857144,3.4285714285714284,3.2,3751.8557142857144,3764.3142857142857
2024-01-08 13:39:00,2,3017.16,1,2024,1,2,0,8,0,7,3.857142857142857,3.357142857142857,3.1333333333333333,3918.6700000000005,3626.074285714286
2024-01-08 18:22:00,3,2836.59,1,2024,1,2,0,8,0,7,3.5714285714285716,3.2142857142857144,3.066666666666667,2983.6185714285716,3270.980714285714
2024-01-08 19:28:00,1,1048.46,1,2024,1,2,0,8,0,7,3.5714285714285716,2.9285714285714284,2.966666666666667,2997.3914285714286,3170.8349999999996
2024-01-08 19:44:00,1,1710.36,1,2024,1,2,0,8,0,7,3.0,2.7857142857142856,2.966666666666667,3139.3142857142857,2920.8878571428572
2024-01-09 00:05:00,5,5006.05,1,2024,1,2,1,9,0,7,3.0,2.857142857142857,2.966666666666667,2834.7428571428572,2964.3314285714287
2024-01-09 02:48:00,4,4459.6,1,2024,1,2,1,9,0,8,2.857142857142857,3.0714285714285716,3.066666666666667,2884.2428571428577,3274.9514285714286
2024-01-09 06:12:00,3,541.3499999999999,1,2024,1,2,1,9,0,8,2.7142857142857144,3.2142857142857144,3.1,2659.938571428572,3205.8971428571426
2024-01-09 06:35:00,4,6037.64,1,2024,1,2,1,9,0,8,3.0,3.4285714285714284,3.1666666666666665,3091.4357142857148,3505.0528571428576
2024-01-09 08:07:00,5,1383.1,1,2024,1,2,1,9,0,8,3.2857142857142856,3.4285714285714284,3.2,2883.7942857142857,2933.706428571429
2024-01-09 08:40:00,5,4066.4,1,2024,1,2,1,9,0,8,3.857142857142857,3.7142857142857144,3.2,3314.928571428572,3156.1600000000003
2024-01-09 08:51:00,4,2119.4,1,2024,1,2,1,9,0,8,4.285714285714286,3.642857142857143,3.3,3373.3628571428576,3256.3385714285714
2024-01-09 11:33:00,1,521.58,1,2024,1,2,1,9,0,8,3.7142857142857144,3.357142857142857,3.2666666666666666,2732.724285714286,2783.733571428572
2024-01-09 11:57:00,5,326.3,1,2024,1,2,1,9,0,8,3.857142857142857,3.357142857142857,3.3333333333333335,2142.2528571428575,2513.2478571428574
2024-01-09 12:28:00,2,1146.62,1,2024,1,2,1,9,0,8,3.7142857142857144,3.2142857142857144,3.3333333333333335,2228.7200000000003,2444.3292857142856
2024-01-09 12:34:00,4,3959.84,1,2024,1,2,1,9,0,8,3.7142857142857144,3.357142857142857,3.4,1931.8914285714288,2511.6635714285717
2024-01-09 13:29:00,4,2692.24,1,2024,1,2,1,9,0,8,3.5714285714285716,3.4285714285714284,3.3666666666666667,2118.9114285714286,2501.3528571428574
2024-01-09 16:59:00,1,1463.18,1,2024,1,2,1,9,0,8,3.0,3.4285714285714284,3.3,1747.0228571428574,2530.9757142857147
2024-01-09 17:43:00,5,6525.349999999999,1,2024,1,2,1,9,0,8,3.142857142857143,3.7142857142857144,3.3,2376.444285714286,2874.9035714285715
2024-01-10 00:03:00,3,3588.78,1,2024,1,2,2,10,0,8,3.4285714285714284,3.5714285714285716,3.2333333333333334,2814.6157142857146,2773.6699999999996
2024-01-10 01:33:00,3,2379.03,1,2024,1,2,2,10,0,9,3.142857142857143,3.5,3.2333333333333334,3107.862857142857,2625.057857142857
2024-01-10 01:40:00,1,1501.9,1,2024,1,2,2,10,0,9,3.0,3.357142857142857,3.1333333333333333,3158.617142857143,2693.6685714285713
2024-01-10 02:35:00,4,2082.64,1,2024,1,2,2,10,0,9,3.0,3.357142857142857,3.2333333333333334,2890.445714285714,2411.1685714285713
2024-01-10 02:58:00,4,7944.6,1,2024,1,2,2,10,0,9,3.0,3.2857142857142856,3.3333333333333335,3640.7828571428577,2879.847142857143
2024-01-10 04:28:00,5,7659.55,1,2024,1,2,2,10,0,9,3.5714285714285716,3.2857142857142856,3.466666666666667,4525.978571428572,3136.5007142857144
2024-01-10 05:24:00,4,415.16,1,2024,1,2,2,10,0,9,3.4285714285714284,3.2857142857142856,3.433333333333333,3653.0942857142863,3014.7692857142856
2024-01-10 07:47:00,5,5480.599999999999,1,2024,1,2,2,10,0,9,3.7142857142857144,3.5714285714285716,3.566666666666667,3923.3542857142857,3368.9849999999997
2024-01-10 08:14:00,2,3851.5,1,2024,1,2,2,10,0,9,3.5714285714285716,3.357142857142857,3.466666666666667,4133.707142857143,3620.785
2024-01-10 08:37:00,1,527.44,1,2024,1,2,2,10,0,9,3.5714285714285716,3.2857142857142856,3.3333333333333335,3994.4985714285717,3576.557857142857
2024-01-10 09:40:00,4,3301.8,1,2024,1,2,2,10,0,9,3.5714285714285716,3.2857142857142856,3.3,4168.664285714286,3529.5550000000003
2024-01-10 09:45:00,4,7306.12,1,2024,1,2,2,10,0,9,3.5714285714285716,3.2857142857142856,3.3,4077.4528571428573,3859.117857142857
2024-01-10 11:08:00,5,2403.85,1,2024,1,2,2,10,0,9,3.5714285714285716,3.5714285714285716,3.4,3326.6385714285716,3926.3085714285708
2024-01-10 12:56:00,1,92.33,1,2024,1,2,2,10,0,9,3.142857142857143,3.2857142857142856,3.3333333333333335,3280.52,3466.8071428571425
2024-01-10 13:48:00,3,4479.54,1,2024,1,2,2,10,0,9,2.857142857142857,3.2857142857142856,3.4,3137.511428571429,3530.432857142857
2024-01-10 15:23:00,1,1421.3,1,2024,1,2,2,10,0,9,2.7142857142857144,3.142857142857143,3.4,2790.34,3462.0235714285714
2024-01-10 15:44:00,5,9072.9,1,2024,1,2,2,10,0,9,3.2857142857142856,3.4285714285714284,3.4,4011.1200000000003,4002.809285714286
2024-01-10 15:55:00,4,5304.04,1,2024,1,2,2,10,0,9,3.2857142857142856,3.4285714285714284,3.4,4297.154285714286,4232.909285714285
2024-01-10 17:09:00,5,7546.799999999999,1,2024,1,2,2,10,0,9,3.4285714285714284,3.5,3.466666666666667,4331.5371428571425,4204.495
2024-01-10 19:08:00,3,388.05,1,2024,1,2,2,10,0,9,3.142857142857143,3.357142857142857,3.433333333333333,4043.565714285714,3685.1021428571426
2024-01-10 20:52:00,3,4566.54,1,2024,1,2,2,10,0,9,3.4285714285714284,3.2857142857142856,3.3666666666666667,4682.738571428572,3981.6292857142857
2024-01-10 20:56:00,5,6705.0,1,2024,1,2,2,10,0,9,3.7142857142857144,3.2857142857142856,3.3666666666666667,5000.6614285714295,4069.0864285714283
2024-01-10 21:12:00,4,4077.6,1,2024,1,2,2,10,0,9,4.142857142857143,3.4285714285714284,3.3666666666666667,5380.132857142858,4085.236428571429
2024-01-10 21:56:00,5,4466.650000000001,1,2024,1,2,2,10,0,9,4.142857142857143,3.7142857142857144,3.5,4722.097142857143,4366.608571428572
2024-01-10 22:52:00,2,1199.56,1,2024,1,2,2,10,0,9,3.857142857142857,3.5714285714285716,3.4,4135.742857142857,4216.448571428571
2024-01-10 23:25:00,4,7416.2,1,2024,1,2,2,10,0,9,3.7142857142857144,3.5714285714285716,3.466666666666667,4117.085714285715,4224.311428571428
2024-01-11 05:26:00,3,4314.81,1,2024,1,2,3,11,0,10,3.7142857142857144,3.4285714285714284,3.433333333333333,4678.051428571429,4360.808571428572
2024-01-11 05:27:00,3,1743.12,1,2024,1,2,3,11,0,10,3.7142857142857144,3.5714285714285716,3.4,4274.705714285715,4478.722142857143
2024-01-11 05:54:00,2,698.9,1,2024,1,2,3,11,0,10,3.2857142857142856,3.5,3.433333333333333,3416.6914285714292,4208.676428571429
2024-01-11 07:56:00,2,378.24,1,2024,1,2,3,11,0,10,3.0,3.5714285714285716,3.3333333333333335,2888.211428571429,4134.172142857143
