product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_lead_time,customer_age,customer_gender,customer_income,loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,stockout_indicator,forecasted_demand,actual_demand,year,month,dayofweek,is_weekend,cost_of_goods,week,day,day_of_week,day_of_year,quarter,days_since_start,product_encoded,category_encoded,store_encoded,loyalty_encoded
423,Smartphone,Electronics,1,1567.16,2024-01-02 05:48:00,3,"Chicago, IL",246,85,117,8,40,Female,84074.3,Platinum,Digital Wallet,False,,Rainy,True,True,270,166,2024,1,1,0,1567.16,1,2,1,2,1,1,4,1,0,2
992,Headphones,Appliances,4,1414.38,2024-01-02 11:11:00,8,"Miami, FL",95,83,116,1,59,Other,70718.25,Platinum,Cash,True,BOGO,Sunny,True,False,149,416,2024,1,1,0,5657.52,1,2,1,2,1,1,2,0,3,2
937,TV,Appliances,2,1596.45,2024-01-02 13:12:00,11,"Miami, FL",114,105,225,9,67,Male,76371.95,Bronze,Cash,False,Percentage Discount,Sunny,False,True,318,472,2024,1,1,0,3192.9,1,2,1,2,1,1,5,0,3,0
508,TV,Electronics,1,1137.27,2024-01-02 18:30:00,18,"New York, NY",498,142,100,10,40,Male,75800.56,Platinum,Credit Card,True,,Cloudy,False,True,487,435,2024,1,1,0,1137.27,1,2,1,2,1,1,5,1,4,2
856,Fridge,Electronics,4,168.49,2024-01-02 18:44:00,6,"Los Angeles, CA",453,76,215,8,31,Male,113623.19,Gold,Debit Card,True,,Rainy,True,True,410,234,2024,1,1,0,673.96,1,2,1,2,1,1,1,1,2,1
145,Laptop,Appliances,4,1382.52,2024-01-02 20:59:00,4,"Miami, FL",156,133,140,2,29,Other,89182.38,Bronze,Debit Card,False,,Cloudy,True,True,151,498,2024,1,1,0,5530.08,1,2,1,2,1,1,3,0,3,0
753,Washing Machine,Electronics,1,1381.68,2024-01-02 23:35:00,19,"Chicago, IL",122,52,235,2,26,Other,61749.64,Platinum,Digital Wallet,False,,Cloudy,False,False,376,144,2024,1,1,0,1381.68,1,2,1,2,1,1,7,1,0,2
607,TV,Electronics,1,206.48,2024-01-03 00:21:00,11,"Los Angeles, CA",384,72,147,10,32,Female,24153.7,Gold,Digital Wallet,False,Percentage Discount,Stormy,False,True,139,477,2024,1,2,0,206.48,1,3,2,3,1,1,5,1,2,1
679,Smartphone,Electronics,1,1045.55,2024-01-03 01:11:00,9,"Miami, FL",161,114,124,9,42,Other,98611.93,Gold,Digital Wallet,True,,Stormy,False,True,380,309,2024,1,2,0,1045.55,1,3,2,3,1,2,4,1,3,1
940,Headphones,Electronics,1,516.66,2024-01-03 01:53:00,6,"New York, NY",479,118,233,4,64,Male,77256.66,Platinum,Cash,False,,Sunny,False,True,138,115,2024,1,2,0,516.66,1,3,2,3,1,2,2,1,4,2
218,Camera,Electronics,4,1523.96,2024-01-03 02:24:00,17,"Chicago, IL",493,102,125,4,41,Male,50602.08,Gold,Cash,True,,Rainy,False,True,309,494,2024,1,2,0,6095.84,1,3,2,3,1,2,0,1,0,1
903,Headphones,Electronics,4,1416.1,2024-01-03 04:33:00,1,"New York, NY",45,136,125,9,48,Male,88746.92,Gold,Digital Wallet,True,,Stormy,True,True,298,270,2024,1,2,0,5664.4,1,3,2,3,1,2,2,1,4,1
730,Laptop,Electronics,3,1249.13,2024-01-03 04:48:00,19,"New York, NY",459,71,272,8,70,Female,48045.13,Platinum,Debit Card,False,BOGO,Cloudy,True,False,304,330,2024,1,2,0,3747.39,1,3,2,3,1,2,3,1,4,2
933,Fridge,Appliances,5,1994.69,2024-01-03 08:38:00,10,"Miami, FL",99,74,256,3,64,Male,31720.1,Bronze,Digital Wallet,False,,Cloudy,False,False,448,245,2024,1,2,0,9973.45,1,3,2,3,1,2,1,0,3,0
744,Washing Machine,Electronics,3,1925.24,2024-01-03 09:16:00,17,"Dallas, TX",384,62,155,5,69,Other,101470.35,Bronze,Credit Card,True,BOGO,Sunny,False,True,124,491,2024,1,2,0,5775.72,1,3,2,3,1,2,7,1,1,0
478,Tablet,Electronics,4,986.97,2024-01-03 10:16:00,18,"Los Angeles, CA",309,122,219,9,26,Male,118702.01,Silver,Digital Wallet,True,Percentage Discount,Stormy,True,True,223,340,2024,1,2,0,3947.88,1,3,2,3,1,2,6,1,2,3
213,Tablet,Appliances,1,1960.09,2024-01-03 11:14:00,7,"Dallas, TX",180,77,279,8,33,Male,97258.48,Silver,Digital Wallet,True,BOGO,Stormy,False,True,108,382,2024,1,2,0,1960.09,1,3,2,3,1,2,6,0,1,3
322,Tablet,Appliances,3,209.5,2024-01-03 11:31:00,10,"New York, NY",169,105,248,5,67,Other,55314.3,Silver,Cash,True,BOGO,Rainy,True,True,199,283,2024,1,2,0,628.5,1,3,2,3,1,2,6,0,4,3
194,Tablet,Electronics,1,152.47,2024-01-03 12:22:00,1,"Dallas, TX",209,70,100,6,24,Female,118908.07,Bronze,Digital Wallet,False,,Sunny,True,True,456,127,2024,1,2,0,152.47,1,3,2,3,1,2,6,1,1,0
737,Fridge,Appliances,2,1839.55,2024-01-03 12:29:00,7,"New York, NY",33,117,246,4,41,Other,77055.9,Platinum,Digital Wallet,True,Percentage Discount,Cloudy,False,True,105,197,2024,1,2,0,3679.1,1,3,2,3,1,2,1,0,4,2
125,Camera,Electronics,4,219.68,2024-01-03 13:16:00,9,"Miami, FL",240,96,121,7,38,Male,46734.96,Gold,Digital Wallet,False,,Stormy,False,False,142,451,2024,1,2,0,878.72,1,3,2,3,1,2,0,1,3,1
618,Tablet,Electronics,5,530.35,2024-01-03 15:00:00,3,"Chicago, IL",180,87,196,5,43,Other,76250.22,Bronze,Digital Wallet,True,,Rainy,True,False,205,316,2024,1,2,0,2651.75,1,3,2,3,1,2,6,1,0,0
225,Laptop,Electronics,2,308.4,2024-01-03 15:38:00,2,"New York, NY",481,86,138,6,28,Other,99677.29,Platinum,Digital Wallet,True,Percentage Discount,Rainy,True,True,177,510,2024,1,2,0,616.8,1,3,2,3,1,2,3,1,4,2
691,Smartphone,Electronics,5,1202.15,2024-01-03 17:03:00,8,"New York, NY",340,63,251,9,53,Other,86641.19,Platinum,Debit Card,True,Percentage Discount,Rainy,True,False,430,170,2024,1,2,0,6010.75,1,3,2,3,1,2,4,1,4,2
814,Tablet,Appliances,2,709.39,2024-01-03 17:27:00,18,"Dallas, TX",369,92,115,6,25,Male,65819.84,Silver,Debit Card,True,Percentage Discount,Cloudy,True,True,156,260,2024,1,2,0,1418.78,1,3,2,3,1,2,6,0,1,3
526,Washing Machine,Appliances,5,587.41,2024-01-03 21:45:00,19,"Los Angeles, CA",183,124,125,3,54,Other,75220.15,Platinum,Cash,False,,Sunny,False,True,176,440,2024,1,2,0,2937.05,1,3,2,3,1,2,7,0,2,2
408,Headphones,Electronics,3,1647.29,2024-01-03 23:08:00,7,"Los Angeles, CA",295,142,147,2,22,Other,60155.52,Bronze,Cash,True,,Stormy,False,True,258,385,2024,1,2,0,4941.87,1,3,2,3,1,2,2,1,2,0
681,Fridge,Electronics,1,739.5,2024-01-04 01:38:00,12,"Dallas, TX",261,128,165,3,64,Other,22968.88,Silver,Debit Card,False,,Sunny,False,False,154,102,2024,1,3,0,739.5,1,4,3,4,1,3,1,1,1,3
687,Smartphone,Appliances,5,681.65,2024-01-04 05:12:00,11,"Miami, FL",103,69,198,2,29,Male,115860.16,Gold,Cash,True,BOGO,Sunny,True,False,123,345,2024,1,3,0,3408.25,1,4,3,4,1,3,4,0,3,1
327,Camera,Appliances,2,1327.08,2024-01-04 05:28:00,20,"Los Angeles, CA",368,58,297,6,67,Female,74972.52,Gold,Digital Wallet,True,Percentage Discount,Sunny,False,True,452,432,2024,1,3,0,2654.16,1,4,3,4,1,3,0,0,2,1
564,Smartphone,Appliances,4,1172.96,2024-01-04 06:13:00,9,"New York, NY",316,136,185,8,30,Male,67688.18,Silver,Debit Card,False,BOGO,Cloudy,True,False,477,377,2024,1,3,0,4691.84,1,4,3,4,1,3,4,0,4,3
439,Laptop,Electronics,3,1717.66,2024-01-04 06:39:00,19,"Dallas, TX",485,59,240,3,40,Other,93794.84,Gold,Credit Card,False,,Stormy,True,False,487,274,2024,1,3,0,5152.9800000000005,1,4,3,4,1,3,3,1,1,1
100,TV,Electronics,3,709.35,2024-01-04 08:08:00,5,"Dallas, TX",6,116,173,9,40,Other,27944.16,Platinum,Credit Card,True,Percentage Discount,Rainy,False,True,208,181,2024,1,3,0,2128.05,1,4,3,4,1,3,5,1,1,2
812,Headphones,Appliances,3,491.4,2024-01-04 08:57:00,6,"Chicago, IL",296,86,140,2,40,Other,37258.08,Bronze,Debit Card,True,,Stormy,False,True,165,261,2024,1,3,0,1474.1999999999998,1,4,3,4,1,3,2,0,0,0
720,Laptop,Electronics,2,1127.74,2024-01-04 09:16:00,3,"Los Angeles, CA",93,145,113,1,29,Female,104195.16,Platinum,Digital Wallet,False,Percentage Discount,Stormy,True,False,473,339,2024,1,3,0,2255.48,1,4,3,4,1,3,3,1,2,2
926,Smartphone,Electronics,1,1190.83,2024-01-04 10:51:00,13,"Dallas, TX",91,130,214,9,51,Female,109379.69,Bronze,Credit Card,False,,Cloudy,True,False,313,495,2024,1,3,0,1190.83,1,4,3,4,1,3,4,1,1,0
373,Washing Machine,Electronics,5,799.28,2024-01-04 11:09:00,13,"New York, NY",402,99,254,7,29,Other,26752.74,Platinum,Cash,False,Percentage Discount,Rainy,True,True,135,386,2024,1,3,0,3996.4,1,4,3,4,1,3,7,1,4,2
895,Smartphone,Electronics,4,239.83,2024-01-04 12:35:00,18,"Dallas, TX",443,84,236,2,19,Other,66590.06,Bronze,Cash,True,BOGO,Stormy,False,False,125,158,2024,1,3,0,959.32,1,4,3,4,1,3,4,1,1,0
125,Smartphone,Electronics,2,1515.64,2024-01-04 12:40:00,1,"Los Angeles, CA",225,55,189,8,45,Female,106512.5,Gold,Digital Wallet,True,,Stormy,True,False,140,495,2024,1,3,0,3031.28,1,4,3,4,1,3,4,1,2,1
966,Fridge,Electronics,5,818.91,2024-01-04 17:01:00,5,"Dallas, TX",350,104,136,7,41,Other,49755.24,Gold,Credit Card,False,,Stormy,True,False,234,268,2024,1,3,0,4094.55,1,4,3,4,1,3,1,1,1,1
573,Fridge,Electronics,4,217.3,2024-01-04 18:49:00,12,"Los Angeles, CA",9,121,234,3,42,Male,33097.97,Bronze,Debit Card,False,BOGO,Cloudy,True,False,330,205,2024,1,3,0,869.2,1,4,3,4,1,3,1,1,2,0
605,Washing Machine,Appliances,2,288.09,2024-01-04 20:36:00,10,"Miami, FL",22,135,298,7,66,Female,25107.75,Platinum,Cash,True,,Stormy,True,True,388,308,2024,1,3,0,576.18,1,4,3,4,1,3,7,0,3,2
670,Tablet,Electronics,3,1822.27,2024-01-04 21:58:00,18,"Chicago, IL",280,60,187,1,35,Other,79921.09,Bronze,Digital Wallet,False,BOGO,Rainy,False,True,446,500,2024,1,3,0,5466.81,1,4,3,4,1,3,6,1,0,0
672,Smartphone,Electronics,3,98.52,2024-01-04 22:01:00,14,"New York, NY",265,58,169,4,37,Male,109435.13,Gold,Debit Card,True,,Cloudy,False,True,374,494,2024,1,3,0,295.56,1,4,3,4,1,3,4,1,4,1
279,Laptop,Appliances,5,1933.33,2024-01-04 22:04:00,9,"Chicago, IL",40,68,197,4,37,Other,108430.59,Platinum,Debit Card,True,,Rainy,False,False,142,337,2024,1,3,0,9666.65,1,4,3,4,1,3,3,0,0,2
444,Fridge,Electronics,5,206.98,2024-01-04 22:33:00,5,"New York, NY",223,92,184,2,59,Female,108035.28,Silver,Debit Card,False,,Rainy,True,True,104,504,2024,1,3,0,1034.9,1,4,3,4,1,3,1,1,4,3
528,Smartphone,Appliances,5,1530.28,2024-01-04 23:55:00,1,"Chicago, IL",164,92,129,4,53,Male,71493.37,Gold,Credit Card,True,Percentage Discount,Cloudy,True,False,275,205,2024,1,3,0,7651.4,1,4,3,4,1,3,4,0,0,1
172,Tablet,Electronics,3,1119.58,2024-01-05 01:49:00,7,"Dallas, TX",263,114,175,2,42,Other,116767.49,Silver,Cash,False,,Cloudy,False,False,146,328,2024,1,4,0,3358.74,1,5,4,5,1,4,6,1,1,3
273,Smartphone,Electronics,3,1688.75,2024-01-05 03:14:00,15,"Dallas, TX",99,105,209,7,41,Male,115572.02,Gold,Digital Wallet,True,Percentage Discount,Sunny,False,False,487,291,2024,1,4,0,5066.25,1,5,4,5,1,4,4,1,1,1
448,TV,Electronics,5,469.18,2024-01-05 04:13:00,8,"New York, NY",476,118,285,9,65,Male,108762.71,Platinum,Debit Card,False,,Stormy,True,False,393,347,2024,1,4,0,2345.9,1,5,4,5,1,4,5,1,4,2
138,Washing Machine,Electronics,1,1821.98,2024-01-05 06:30:00,7,"Miami, FL",338,76,196,9,64,Other,58118.85,Platinum,Digital Wallet,True,BOGO,Rainy,False,False,274,398,2024,1,4,0,1821.98,1,5,4,5,1,4,7,1,3,2
636,Tablet,Electronics,4,391.49,2024-01-05 07:48:00,19,"Chicago, IL",16,140,212,10,55,Male,42515.65,Platinum,Digital Wallet,True,,Stormy,True,True,407,481,2024,1,4,0,1565.96,1,5,4,5,1,4,6,1,0,2
792,Fridge,Appliances,5,1198.85,2024-01-05 10:44:00,17,"Los Angeles, CA",379,115,291,9,59,Other,107268.73,Gold,Debit Card,False,,Stormy,False,False,191,211,2024,1,4,0,5994.25,1,5,4,5,1,4,1,0,2,1
530,Washing Machine,Electronics,3,1536.99,2024-01-05 10:52:00,13,"Los Angeles, CA",121,52,159,1,47,Female,113110.04,Gold,Credit Card,False,,Stormy,True,False,302,450,2024,1,4,0,4610.97,1,5,4,5,1,4,7,1,2,1
331,Smartphone,Electronics,4,1167.42,2024-01-05 11:41:00,13,"Los Angeles, CA",35,63,119,4,43,Female,108727.87,Platinum,Digital Wallet,True,,Stormy,False,False,424,157,2024,1,4,0,4669.68,1,5,4,5,1,4,4,1,2,2
128,TV,Appliances,1,145.2,2024-01-05 12:01:00,17,"Miami, FL",366,126,288,4,31,Other,26013.1,Silver,Cash,True,Percentage Discount,Rainy,True,False,276,221,2024,1,4,0,145.2,1,5,4,5,1,4,5,0,3,3
573,TV,Electronics,3,376.95,2024-01-05 12:09:00,1,"Dallas, TX",412,134,122,6,51,Female,72359.49,Silver,Digital Wallet,False,,Rainy,True,False,397,197,2024,1,4,0,1130.85,1,5,4,5,1,4,5,1,1,3
301,TV,Electronics,5,1315.21,2024-01-05 13:34:00,17,"Dallas, TX",225,86,132,6,47,Female,89245.32,Gold,Debit Card,False,Percentage Discount,Stormy,True,False,241,503,2024,1,4,0,6576.05,1,5,4,5,1,4,5,1,1,1
722,Camera,Electronics,1,473.29,2024-01-05 14:15:00,18,"Dallas, TX",386,55,106,10,46,Other,83208.14,Bronze,Digital Wallet,False,,Rainy,False,False,359,97,2024,1,4,0,473.29,1,5,4,5,1,4,0,1,1,0
822,Smartphone,Electronics,5,825.84,2024-01-05 14:33:00,20,"Los Angeles, CA",407,107,199,9,45,Female,115441.89,Gold,Credit Card,True,,Cloudy,False,True,236,287,2024,1,4,0,4129.2,1,5,4,5,1,4,4,1,2,1
713,TV,Appliances,4,956.46,2024-01-05 15:31:00,20,"Chicago, IL",21,80,236,2,29,Female,89364.65,Silver,Cash,False,,Cloudy,True,False,134,503,2024,1,4,0,3825.84,1,5,4,5,1,4,5,0,0,3
284,Headphones,Electronics,3,1601.39,2024-01-05 17:37:00,1,"Miami, FL",185,80,132,7,43,Male,99377.37,Platinum,Digital Wallet,False,,Stormy,True,True,233,376,2024,1,4,0,4804.17,1,5,4,5,1,4,2,1,3,2
456,TV,Electronics,2,703.36,2024-01-05 18:03:00,14,"New York, NY",152,87,144,7,56,Other,33742.98,Platinum,Credit Card,True,,Cloudy,False,False,368,100,2024,1,4,0,1406.72,1,5,4,5,1,4,5,1,4,2
810,Headphones,Appliances,3,530.26,2024-01-05 18:31:00,8,"New York, NY",230,124,141,4,21,Female,27949.85,Bronze,Cash,True,Percentage Discount,Sunny,False,False,128,145,2024,1,4,0,1590.78,1,5,4,5,1,4,2,0,4,0
907,Washing Machine,Electronics,2,1106.9,2024-01-05 22:08:00,15,"Miami, FL",72,144,258,7,69,Other,109154.62,Platinum,Debit Card,True,,Stormy,True,False,458,217,2024,1,4,0,2213.8,1,5,4,5,1,4,7,1,3,2
600,Washing Machine,Electronics,4,282.49,2024-01-05 22:33:00,13,"New York, NY",284,137,138,3,59,Male,89215.56,Gold,Digital Wallet,False,,Sunny,True,True,232,226,2024,1,4,0,1129.96,1,5,4,5,1,4,7,1,4,1
294,Fridge,Electronics,3,1904.99,2024-01-05 23:00:00,15,"Miami, FL",487,132,171,6,66,Female,104496.07,Platinum,Debit Card,True,,Sunny,False,True,467,437,2024,1,4,0,5714.97,1,5,4,5,1,4,1,1,3,2
435,Camera,Electronics,2,1777.83,2024-01-05 23:39:00,17,"Los Angeles, CA",54,56,166,9,21,Other,118860.12,Platinum,Debit Card,False,Percentage Discount,Stormy,False,True,227,158,2024,1,4,0,3555.66,1,5,4,5,1,4,0,1,2,2
972,Smartphone,Appliances,1,305.06,2024-01-06 00:01:00,8,"New York, NY",375,97,237,6,57,Other,53190.16,Gold,Debit Card,True,,Sunny,False,True,380,272,2024,1,5,1,305.06,1,6,5,6,1,4,4,0,4,1
116,Camera,Appliances,5,1061.72,2024-01-06 00:42:00,8,"New York, NY",320,104,169,3,34,Male,54393.34,Platinum,Digital Wallet,True,BOGO,Sunny,True,False,150,143,2024,1,5,1,5308.6,1,6,5,6,1,5,0,0,4,2
785,Headphones,Appliances,2,891.26,2024-01-06 04:38:00,18,"Dallas, TX",343,57,295,3,64,Male,71834.73,Bronze,Digital Wallet,False,,Stormy,True,False,366,404,2024,1,5,1,1782.52,1,6,5,6,1,5,2,0,1,0
996,TV,Electronics,1,442.86,2024-01-06 04:49:00,17,"New York, NY",442,113,127,8,53,Other,66218.71,Bronze,Debit Card,False,BOGO,Sunny,False,True,302,252,2024,1,5,1,442.86,1,6,5,6,1,5,5,1,4,0
685,Tablet,Appliances,1,1730.93,2024-01-06 04:49:00,12,"New York, NY",127,122,219,2,64,Male,70959.07,Bronze,Credit Card,False,,Sunny,False,True,192,386,2024,1,5,1,1730.93,1,6,5,6,1,5,6,0,4,0
391,Camera,Electronics,1,713.51,2024-01-06 06:28:00,1,"Los Angeles, CA",363,92,206,7,40,Male,99916.32,Bronze,Debit Card,True,,Cloudy,True,True,498,140,2024,1,5,1,713.51,1,6,5,6,1,5,0,1,2,0
881,Tablet,Electronics,3,1779.99,2024-01-06 06:54:00,8,"Los Angeles, CA",359,83,296,5,66,Male,50111.43,Platinum,Digital Wallet,True,,Cloudy,False,False,471,248,2024,1,5,1,5339.97,1,6,5,6,1,5,6,1,2,2
801,Washing Machine,Electronics,3,295.59,2024-01-06 07:37:00,8,"Dallas, TX",235,67,140,10,62,Female,36317.31,Platinum,Credit Card,False,,Cloudy,True,False,180,158,2024,1,5,1,886.77,1,6,5,6,1,5,7,1,1,2
127,Washing Machine,Electronics,1,1157.16,2024-01-06 07:37:00,20,"Chicago, IL",408,119,256,2,63,Other,62171.35,Platinum,Cash,False,Percentage Discount,Stormy,True,True,308,102,2024,1,5,1,1157.16,1,6,5,6,1,5,7,1,0,2
989,Laptop,Electronics,5,1942.46,2024-01-06 08:15:00,9,"New York, NY",298,118,274,6,43,Other,83134.33,Bronze,Credit Card,False,,Sunny,False,False,176,311,2024,1,5,1,9712.3,1,6,5,6,1,5,3,1,4,0
954,Laptop,Electronics,4,97.92,2024-01-06 12:04:00,3,"Los Angeles, CA",34,54,161,6,44,Male,72481.21,Gold,Credit Card,False,,Sunny,True,False,126,176,2024,1,5,1,391.68,1,6,5,6,1,5,3,1,2,1
183,Washing Machine,Electronics,1,1234.31,2024-01-06 12:24:00,3,"New York, NY",114,69,188,5,26,Female,51147.25,Platinum,Digital Wallet,False,,Stormy,True,True,279,382,2024,1,5,1,1234.31,1,6,5,6,1,5,7,1,4,2
603,Headphones,Appliances,5,1996.52,2024-01-06 13:40:00,9,"New York, NY",80,111,234,9,66,Female,69481.78,Platinum,Debit Card,False,,Rainy,True,True,369,247,2024,1,5,1,9982.6,1,6,5,6,1,5,2,0,4,2
